Grid,o1_15,o2_15,o3_15,o4_15,o5_15,o6_15,o7_15,o8_15,o1_21,o2_21,o3_21,o4_21,o5_21,o6_21,o7_21,o8_21,elevation,treecover,strmden,housden,prey_count
742,0,0,0,0,0,0,0,0,2,0,2,0,0,0,NA,NA,1862.037476,0.879075587,3.79386282,13.56000042,4
674,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,2577.948975,0.920128524,3.542753458,0.239999995,7
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2616.340332,0.983918667,3.791884184,0.079999998,0
333,0,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,489.0946655,0.966299951,2.698274374,2.559999943,46
401,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,845.5134888,0.965513766,3.579694986,0.159999996,192
469,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1487.447021,0.989486039,3.649993658,0.039999999,94
536,0,0,0,0,0,NA,NA,NA,0,0,0,0,2,2,2,NA,1877.638184,0.991905093,3.563175917,0,17
468,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485.226685,0.962406397,3.552742481,2.640000105,19
264,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,419.9577332,0.832231283,3.849827766,64.19999695,25
263,2,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,318.3153381,0.871986747,2.44271493,12.35999966,21
535,0,0,2,0,NA,NA,NA,NA,0,0,0,2,0,0,0,NA,1678.981689,0.967123508,3.835963726,5.28000021,33
602,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.053711,0.943368316,3.835963726,0.039999999,13
534,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1995.450439,0.965373456,3.444806099,1.440000057,3
398,0,0,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,721.4208984,0.902767539,4.139267445,46,13
262,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,NA,1035.620483,0.987110376,3.839625835,8.920000076,116
261,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.8578186,0.981650174,3.83396697,0.360000014,1
329,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1100.611694,0.991289794,3.83396697,8.880000114,32
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1693.286987,0.986111641,3.726469278,7.920000076,48
397,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1226.74353,0.870445311,3.788321495,45.75999832,7
532,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1553.233154,0.91455549,3.724628448,45.52000046,29
328,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,1484.84314,0.981755674,3.757318735,8.079999924,81
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,449.3267822,0.974546432,3.680860996,23,8
327,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,881.4038696,0.976653337,3.84689188,70.40000153,46
464,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,1528.279297,0.967094064,3.724628448,11.31999969,7
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1874.022095,0.986272216,3.741909981,1.960000038,1
666,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1102.88147,0.896107197,3.382651806,20.95999908,0
598,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1678.345337,0.945074558,3.755809069,40.11999893,14
530,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1609.255127,0.952993512,3.449775696,54.20000076,29
462,0,0,0,NA,NA,NA,NA,NA,2,2,0,2,0,NA,NA,NA,1748.536865,0.996219158,3.449775696,0.839999974,10
258,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.6987305,0.995179534,3.799097061,1.200000048,NA
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,478.5072632,NA,3.709970236,0.479999989,NA
529,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,NA,NA,NA,1108.23645,0.900476217,4.009836674,97.40000153,NA
596,2,0,2,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1135.58667,0.926568866,3.810704947,19.95999908,NA
527,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1508.71167,0.947061658,3.577444315,48,NA
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1296.067017,0.979238808,3.658253193,10.47999954,12
188,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,888.2146606,0.992226124,3.545764208,18.44000053,6
187,0,3,2,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,1030.535645,0.99406451,3.372394323,10.72000027,27
322,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1083.147949,0.993386686,3.191272259,7.199999809,7
391,0,0,0,0,0,0,NA,NA,1,2,0,0,0,0,NA,NA,1267.733643,0.999300539,3.036015272,0,1
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,885.7612305,0.927597702,3.459350109,71.68000031,7
321,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,673.0477295,0.935723543,3.660513878,40.27999878,15
186,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,605.663208,0.947646022,3.388536453,70.83999634,11
253,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,549.2660522,0.981183052,4.003885269,4.960000038,2
1264,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3005.778564,0.878013134,4.59295702,51.72000122,3
1265,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,2738.645264,0.772987604,4.272912979,50.52000046,7
1130,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,2946.363281,0.85277164,4.028705597,1.840000033,1
1197,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,2934.636963,0.85815376,4.272912979,8.159999847,0
1059,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,4104.810059,0.495768875,3.599724293,0.079999998,0
1336,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,3493.51709,0.90904808,3.601403236,0.600000024,3
855,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,3137.361084,0.960072041,3.62862587,0.159999996,0
924,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3772.205811,0.718624294,3.950837612,0,0
989,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2152.348633,0.932320893,3.591488361,12.64000034,12
1123,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2654.446289,0.907679975,3.632057905,23.76000023,2
1192,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2821.645508,0.931016564,3.632057905,7.960000038,11
1188,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,3008.111084,0.821861684,3.81649065,9.880000114,8
1191,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2221.445068,0.874910712,4.162214279,40.63999939,1
1122,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2869.266357,0.887403369,4.013563156,18.95999908,3
1326,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2386.666016,0.855223119,3.630025148,19.04000092,9
1209,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3251.694092,0.990651906,4.070568562,0.079999998,0
1344,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,NA,NA,NA,3145.702148,0.985696197,3.684545755,0,6
1412,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3414.888184,0.91093713,3.890366793,0,11
1343,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3327.33374,0.993823886,3.583898067,0,6
1480,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3414.888184,0.91093713,3.890366793,0,10
1615,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2754.790039,0.980457067,4.043252468,1.639999986,22
1683,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,2869.702393,0.891867161,4.043252468,5.920000076,29
1754,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3571.449219,0.761239052,4.391050339,0.560000002,0
1686,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2930.595703,0.972222447,4.305189133,1.440000057,0
1687,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3458.994385,0.941628516,4.889763832,0.159999996,0
1821,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3991.432373,0.502454281,5.573023796,0.159999996,0
1210,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3133.185547,0.97660166,3.671410561,0.879999995,0
295,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,975.5484009,0.974922538,4.40472126,24.15999985,81
363,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1272.603638,0.980680764,4.381213188,37.75999832,NA
362,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,1992.216064,0.999442577,4.180141449,5.679999828,26
633,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2147.08667,0.998660326,3.960060596,0.039999999,32
500,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,1276.56311,0.955948293,4.090471745,35.15999985,225
365,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,1117.722778,0.905485868,4.571622849,217.7200012,25
570,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1344.851685,0.969366193,3.769214392,23.92000008,10
634,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2224.168701,0.985953093,4.101546764,2.160000086,26
565,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2180.115234,0.999472082,4.101546764,0.280000001,10
631,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,2451.973877,0.990705609,3.690141201,0,33
434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1447.912476,0.948580265,4.29602766,32.79999924,29
433,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1301.759888,0.938000381,3.958396435,57.52000046,13
838,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3023.097656,0.946192563,3.957287312,0.280000001,14
154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1109.076782,0.810029149,1.838534474,52.63999939,14
153,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1254.212524,NA,0.458765894,28.76000023,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1192.896484,0.981474757,3.570790052,18.15999985,54
287,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1092.286377,0.988802612,4.276159763,12.27999973,20
285,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,851.4521484,0.977686286,3.958860636,49,8
289,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1407.913818,0.955642402,3.752803564,98.95999908,10
20,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,2.648454189,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1048.963379,0.884041011,2.15019393,0.959999979,55
86,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1048.963379,0.884041011,4.142838001,0.959999979,55
358,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2020.286377,0.987718999,3.979234457,2.200000048,13
556,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2174.685547,0.999192119,3.842529297,1.320000052,27
425,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2027.081543,0.990978539,4.378079414,10.07999992,94
694,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2711.002441,0.937382102,3.555695057,19.87999916,3
695,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3141.15332,0.975960672,4.205411911,0.159999996,6
630,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,3175.44043,0.967338085,4.147768021,0.079999998,NA
360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1671.196777,0.98178494,4.560320377,10.35999966,94
292,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,1998.972412,0.998237252,4.025987148,0.839999974,35
557,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1852.676514,0.992235899,4.640116215,6.320000172,59
766,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,4023.016113,0.386944562,3.455011606,0.400000006,0
558,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2552.013672,0.996306837,4.042884827,0.239999995,0
559,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2481.075439,0.955082476,4.876745224,23.52000046,6
155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1402.961792,0.996860027,3.907725811,0.200000003,25
224,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1504.302002,0.990306497,4.025987148,1.600000024,23
225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1105.4021,0.97348398,3.748133183,0.319999993,23
156,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,868.055542,0.971931458,3.711803436,6.119999886,19
223,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,1402.961792,0.996860027,3.991963148,0.200000003,25
222,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1164.126221,0.982463062,3.334941626,8.760000229,29
359,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3077.522217,0.95392406,4.181213379,0.239999995,25
1439,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3789.825928,0.628178298,3.418569326,0.800000012,6
1513,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,4126.857422,NA,3.756304502,0.839999974,NA
1447,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,3074.484131,0.978944361,4.378163338,0,5
1448,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,2417.460693,0.997029901,4.343393326,1.080000043,0
1515,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,NA,NA,3320.474121,0.839050233,4.277832031,0.319999993,28
1583,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3320.474121,0.839050233,4.04371357,0.319999993,28
1651,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3328.369141,0.88404572,3.851533651,0.600000024,NA
1582,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,3320.474121,0.839050233,4.04371357,0.319999993,28
1718,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3867.581543,0.753046453,4.52324152,0.039999999,NA
1855,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,4017.058105,0.584567606,4.131503582,0.479999989,0
1788,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2664.041504,0.910307765,4.564050198,20.95999908,20
1857,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,3366.144287,0.876492441,4.589485645,0.119999997,3
1925,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,3763.085449,0.70471257,3.142548561,0.360000014,0
1585,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,2411.549561,0.975351095,4.053732395,5.480000019,18
1653,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3422.397705,0.924887359,3.83759594,1.799999952,0
1786,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3702.51709,0.693424404,4.81626749,0.239999995,1
1587,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3133.415283,0.987570286,4.036775112,0.319999993,0
1588,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3706.30835,0.832540333,4.198370457,0.239999995,0
1655,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3706.30835,0.832540333,3.95753479,0.239999995,0
1522,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2742.599609,0.945106924,4.346912861,0.079999998,5
1591,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3685.874268,0.721091747,4.130026817,0.039999999,5
1727,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3567.112793,0.82167238,4.273307323,0.079999998,5
1658,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2948.610107,0.906568527,4.64738369,1.120000005,5
1793,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3338.764404,0.863428473,4.379908562,0.280000001,NA
1794,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,3861.414307,0.737848818,4.273307323,0.159999996,NA
753,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2677.535156,0.987541854,4.442601204,0.039999999,3
692,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2580.43457,0.999689758,3.721452713,0.079999998,12
823,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3656.158203,0.722831845,3.920761108,1.919999957,34
825,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2708.428467,0.990812957,4.298103809,0.119999997,6
687,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2577.222656,0.997831762,4.005159855,0.319999993,1
892,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3194.432617,0.87209022,3.593085051,1.159999967,2
822,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2335.797119,0.98833549,4.295022488,0.920000017,0
890,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2712.815186,0.959388971,3.718650579,4.039999962,2
821,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3665.630371,0.633096516,3.749697685,3,0
752,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3284.9729,0.74072206,3.891824722,2.880000114,3
617,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2553.347656,0.988660872,3.950544596,0.400000006,12
619,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2358.634277,0.997069836,4.121562481,0.079999998,1
624,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2695.188721,0.99968493,4.126078606,0.079999998,15
486,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,895.5991211,0.886949182,5.417773247,170.8399963,3
552,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1714.174805,0.976264656,3.590534449,8.079999924,75
621,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1944.737793,0.996696532,3.740207911,1.519999981,18
686,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2167.187012,0.995281875,3.96732688,2.440000057,10
712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3304.199219,0.95610106,3.514145374,0.119999997,NA
711,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3036.963135,0.979969203,2.977513552,0.119999997,NA
778,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2029.851074,0.997092724,3.52745533,0.079999998,11
708,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2084.702148,0.999673784,3.265409946,0.200000003,3
775,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,1659.147217,0.997770429,4.491555691,0.079999998,57
983,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3808.325684,0.807315767,3.80610466,0.239999995,NA
919,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2283.612305,0.982230902,3.717247486,0.079999998,NA
914,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2273.51709,0.998143852,3.875452995,0.039999999,28
648,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1684.820679,0.999948025,3.056258917,0,89
582,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2064.303955,0.997976661,3.188351631,1.039999962,8
779,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2752.992188,0.989516258,3.220625162,0.200000003,NA
578,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1656.791138,0.985656321,3.299651623,4.71999979,NA
915,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,NA,2506.199951,0.983483315,3.850268602,0.239999995,8
850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2827.524414,0.975578368,3.707615137,0.360000014,NA
986,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2701.396973,0.964333534,3.40370965,0.159999996,NA
848,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3051.741455,0.928092837,3.587499142,0.239999995,NA
1054,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3062.16333,0.948061645,3.981218338,0.039999999,NA
717,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1632.300171,0.999862969,3.664945364,0,21
781,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3630.58374,0.655047417,4.047191143,0.280000001,NA
339,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,486.7415771,0.890006721,3.782649994,25.07999992,8
337,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,427.7666016,NA,1.811629891,0,NA
407,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,486.7415771,0.890006721,3.174783945,25.07999992,8
475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,928.6282349,0.918181539,3.174783945,0.680000007,2
404,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,774.906189,0.906378388,3.607265472,0.280000001,2
269,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,0,NA,NA,382.4610596,0.89195627,2.778393269,3.039999962,4
336,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,774.906189,0.906378388,2.375971079,0.280000001,2
542,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1331.578003,0.939705372,3.611200094,30.12000084,20
610,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2277.994141,NA,3.611200094,1.320000052,NA
608,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,2,0,NA,NA,1851.624146,0.978962839,3.703279734,2.960000038,5
744,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,1973.812622,0.886105895,3.662429094,2.880000114,10
880,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,3534.201904,0.631951153,3.903110266,0.400000006,0
606,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2616.340332,0.983918667,3.542753458,0.079999998,0
403,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,564.5029297,NA,0.944769025,0.200000003,NA
265,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,308.7519836,NA,2.698274374,12.43999958,46
399,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,867.4832153,0.844643533,4.375627995,56.47999954,13
470,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1277.405518,0.99539721,3.521947145,0,2
537,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2196.47998,0.983513951,3.649993658,0,54
604,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2712.062256,0.959401369,3.563175917,0.079999998,13
603,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2636.053711,0.943368316,3.835963726,0.039999999,13
467,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1485.226685,0.962406397,3.552742481,2.640000105,19
330,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,NA,1035.620483,0.987110376,3.885246754,8.920000076,116
1006,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,2,0,2084.781006,0.730119944,4.028826237,84.55999756,71
937,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1223.897461,0.618356824,3.709122658,40.95999908,29
936,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1909.533325,0.859460652,3.973423243,61.20000076,NA
868,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2080.224854,0.904716969,3.622725487,27.12000084,NA
733,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,NA,NA,1102.107788,0.799377859,4.10599947,7.519999981,NA
732,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,NA,NA,1360.151123,0.862671971,4.316436291,3.920000076,NA
